world today:(2, '北美洲', '8', '美国', 337328, 368079, 0, 19828, 10923, '2.96', 'USA', 'United States of America', 'https://file1.dxycdn.com/2020/0315/553/3402160512808052518-135.json')
world_history_data:('https://file1.dxycdn.com/2020/0315/045/3402160534282889835-135.json', 3072, 525, 213, 50, 2784, 462, 20200404, 75, 13, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/045/3402160534282889835-135.json', 3577, 505, 274, 61, 3220, 436, 20200405, 83, 8, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/045/3402160534282889835-135.json', 4281, 704, 319, 45, 3851, 631, 20200406, 111, 28, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 1, 1, 0, 0, 1, 1, 20200227, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 1, 0, 0, 0, 1, 0, 20200228, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 2, 1, 0, 0, 2, 1, 20200229, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 3, 1, 0, 0, 3, 1, 20200301, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 4, 1, 0, 0, 4, 1, 20200302, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 5, 1, 0, 0, 5, 1, 20200303, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 8, 3, 0, 0, 8, 3, 20200304, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 10, 2, 0, 0, 10, 2, 20200305, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 18, 8, 0, 0, 18, 8, 20200306, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 23, 5, 0, 0, 23, 5, 20200307, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 31, 8, 0, 0, 31, 8, 20200308, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 36, 5, 0, 0, 36, 5, 20200309, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 90, 54, 0, 0, 90, 54, 20200310, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 262, 172, 0, 0, 262, 172, 20200311, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 615, 353, 0, 0, 615, 353, 20200312, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 674, 59, 0, 0, 674, 59, 20200313, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 801, 127, 0, 0, 801, 127, 20200314, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 827, 26, 1, 1, 826, 25, 20200315, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 898, 71, 1, 0, 896, 70, 20200316, 1, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 960, 62, 1, 0, 955, 59, 20200317, 4, 3, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 977, 17, 1, 0, 972, 17, 20200318, 4, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 1151, 174, 1, 0, 1144, 172, 20200319, 6, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 1255, 104, 1, 0, 1245, 101, 20200320, 9, 3, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 1326, 71, 1, 0, 1312, 67, 20200321, 13, 4, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 1395, 69, 1, 0, 1381, 69, 20200322, 13, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 1460, 65, 1, 0, 1435, 54, 20200323, 24, 11, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 1591, 131, 1, 0, 1558, 123, 20200324, 32, 8, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 1724, 133, 1, 0, 1689, 131, 20200325, 34, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 1877, 153, 1, 0, 1835, 146, 20200326, 41, 7, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 2046, 169, 1, 0, 1993, 158, 20200327, 52, 11, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 2201, 155, 1, 0, 2135, 142, 20200328, 65, 13, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 2395, 194, 1, 0, 2322, 187, 20200329, 72, 7, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 2577, 182, 1, 0, 2499, 177, 20200330, 77, 5, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 2860, 283, 1, 0, 2769, 270, 20200331, 90, 13, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 3107, 247, 894, 893, 2109, -660, 20200401, 104, 14, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 3386, 279, 894, 0, 2369, 260, 20200402, 123, 19, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 3757, 371, 894, 0, 2724, 355, 20200403, 139, 16, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 4077, 320, 894, 0, 3022, 298, 20200404, 161, 22, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 4369, 292, 894, 0, 3296, 274, 20200405, 179, 18, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json', 4681, 312, 894, 0, 3600, 304, 20200406, 187, 8, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 1, 1, 0, 0, 1, 1, 20200121, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 1, 0, 0, 0, 1, 0, 20200122, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 1, 0, 0, 0, 1, 0, 20200123, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 1, 0, 0, 0, 1, 0, 20200124, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 3, 2, 0, 0, 3, 2, 20200125, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 3, 0, 0, 0, 3, 0, 20200126, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 4, 1, 0, 0, 4, 1, 20200127, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 6, 2, 0, 0, 6, 2, 20200128, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 7, 1, 0, 0, 7, 1, 20200129, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 11, 4, 0, 0, 11, 4, 20200130, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 14, 3, 0, 0, 14, 3, 20200131, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 17, 3, 0, 0, 17, 3, 20200201, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 20, 3, 0, 0, 20, 3, 20200202, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 20, 0, 0, 0, 20, 0, 20200203, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 20, 0, 0, 0, 20, 0, 20200204, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 33, 13, 0, 0, 33, 13, 20200205, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 25, -8, 0, 0, 25, -8, 20200206, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 25, 0, 0, 0, 25, 0, 20200207, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 25, 0, 0, 0, 25, 0, 20200208, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 26, 1, 0, 0, 26, 1, 20200209, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 26, 0, 0, 0, 26, 0, 20200210, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 26, 0, 0, 0, 26, 0, 20200211, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 28, 2, 0, 0, 28, 2, 20200212, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 29, 1, 0, 0, 29, 1, 20200213, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 33, 4, 0, 0, 32, 3, 20200214, 1, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 41, 8, 0, 0, 40, 8, 20200215, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 53, 12, 0, 0, 52, 12, 20200216, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 59, 6, 0, 0, 58, 6, 20200217, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 65, 6, 0, 0, 64, 6, 20200218, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 73, 8, 0, 0, 72, 8, 20200219, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 85, 12, 0, 0, 84, 12, 20200220, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 93, 8, 0, 0, 92, 8, 20200221, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 105, 12, 0, 0, 104, 12, 20200222, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 132, 27, 0, 0, 131, 27, 20200223, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 144, 12, 0, 0, 143, 12, 20200224, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 157, 13, 0, 0, 156, 13, 20200225, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 164, 7, 0, 0, 163, 7, 20200226, 1, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 186, 22, 0, 0, 183, 20, 20200227, 3, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 210, 24, 0, 0, 206, 23, 20200228, 4, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 230, 20, 0, 0, 225, 19, 20200229, 5, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 239, 9, 0, 0, 234, 9, 20200301, 5, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 254, 15, 0, 0, 248, 14, 20200302, 6, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 268, 14, 0, 0, 262, 14, 20200303, 6, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 284, 16, 0, 0, 278, 16, 20200304, 6, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 317, 33, 0, 0, 311, 33, 20200305, 6, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 349, 32, 0, 0, 343, 32, 20200306, 6, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 408, 59, 0, 0, 402, 59, 20200307, 6, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 455, 47, 0, 0, 449, 47, 20200308, 6, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 488, 33, 0, 0, 481, 32, 20200309, 7, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 514, 26, 0, 0, 505, 24, 20200310, 9, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 568, 54, 0, 0, 556, 51, 20200311, 12, 3, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 620, 52, 0, 0, 605, 49, 20200312, 15, 3, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 675, 55, 0, 0, 656, 51, 20200313, 19, 4, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 716, 41, 0, 0, 695, 39, 20200314, 21, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 780, 64, 135, 135, 623, -72, 20200315, 22, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 814, 34, 157, 22, 633, 10, 20200316, 24, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 829, 15, 157, 0, 644, 11, 20200317, 28, 4, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 898, 69, 157, 0, 710, 66, 20200318, 31, 3, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 959, 61, 157, 0, 769, 59, 20200319, 33, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 969, 10, 157, 0, 778, 9, 20200320, 34, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 1054, 85, 215, 58, 803, 25, 20200321, 36, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 1101, 47, 215, 0, 845, 42, 20200322, 41, 5, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 1140, 39, 285, 70, 813, -32, 20200323, 42, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 1209, 69, 285, 0, 881, 68, 20200324, 43, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 1277, 68, 285, 0, 948, 67, 20200325, 44, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 1398, 121, 359, 74, 992, 44, 20200326, 47, 3, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 1503, 105, 359, 0, 1093, 101, 20200327, 51, 4, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 1724, 221, 372, 13, 1298, 205, 20200328, 54, 3, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 1893, 169, 404, 32, 1433, 135, 20200329, 56, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 1944, 51, 404, 0, 1482, 49, 20200330, 58, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 2217, 273, 404, 0, 1747, 265, 20200331, 66, 8, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 2494, 277, 404, 0, 2022, 275, 20200401, 68, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 2526, 32, 404, 0, 2051, 29, 20200402, 71, 3, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 3129, 603, 404, 0, 2648, 597, 20200403, 77, 6, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 3497, 368, 404, 0, 3009, 361, 20200404, 84, 7, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 3858, 361, 404, 0, 3361, 352, 20200405, 93, 9, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json', 4083, 225, 404, 0, 3582, 221, 20200406, 97, 4, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 1, 1, 0, 0, 1, 1, 20200301, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 1, 0, 0, 0, 1, 0, 20200302, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 6, 5, 0, 0, 6, 5, 20200303, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 7, 1, 0, 0, 7, 1, 20200304, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 7, 0, 0, 0, 7, 0, 20200305, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 13, 6, 0, 0, 13, 6, 20200306, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 14, 1, 0, 0, 14, 1, 20200307, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 14, 0, 0, 0, 14, 0, 20200308, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 15, 1, 0, 0, 15, 1, 20200309, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 15, 0, 0, 0, 15, 0, 20200310, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 15, 0, 0, 0, 15, 0, 20200311, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 17, 2, 0, 0, 17, 2, 20200312, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 17, 0, 0, 0, 17, 0, 20200313, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 23, 6, 0, 0, 23, 6, 20200314, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 23, 0, 0, 0, 23, 0, 20200315, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 37, 14, 0, 0, 35, 12, 20200316, 2, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 58, 21, 0, 0, 56, 21, 20200317, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 58, 0, 0, 0, 56, 0, 20200318, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 260, 202, 0, 0, 258, 202, 20200319, 2, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 367, 107, 0, 0, 362, 104, 20200320, 5, 3, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 367, 0, 0, 0, 362, 0, 20200321, 5, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 506, 139, 0, 0, 499, 137, 20200322, 7, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 532, 26, 0, 0, 525, 26, 20200323, 7, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 790, 258, 0, 0, 775, 250, 20200324, 15, 8, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 1049, 259, 0, 0, 1022, 247, 20200325, 27, 12, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 1382, 333, 0, 0, 1348, 326, 20200326, 34, 7, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 1382, 0, 0, 0, 1348, 0, 20200327, 34, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 1595, 213, 0, 0, 1559, 211, 20200328, 36, 2, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 1823, 228, 0, 0, 1775, 216, 20200329, 48, 12, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 1890, 67, 0, 0, 1833, 58, 20200330, 57, 9, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 1962, 72, 0, 0, 1902, 69, 20200331, 60, 3, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 2748, 786, 0, 0, 2655, 753, 20200401, 93, 33, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 2748, 0, 0, 0, 2602, -53, 20200402, 146, 53, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 3163, 415, 0, 0, 3017, 415, 20200403, 146, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 3163, 0, 0, 0, 3017, 0, 20200404, 146, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 3465, 302, 0, 0, 3293, 276, 20200405, 172, 26, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/922/3402160517103019900-135.json', 3747, 282, 0, 0, 3567, 274, 20200406, 180, 8, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 1, 1, 0, 0, 1, 1, 20200227, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 1, 0, 0, 0, 1, 0, 20200228, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 3, 2, 0, 0, 3, 2, 20200229, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 3, 0, 0, 0, 3, 0, 20200301, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 3, 0, 0, 0, 3, 0, 20200302, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 3, 0, 0, 0, 3, 0, 20200303, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 4, 1, 0, 0, 4, 1, 20200304, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 4, 0, 0, 0, 4, 0, 20200305, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 6, 2, 0, 0, 6, 2, 20200306, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 7, 1, 0, 0, 7, 1, 20200307, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 13, 6, 0, 0, 13, 6, 20200308, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 15, 2, 0, 0, 15, 2, 20200309, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 15, 0, 0, 0, 15, 0, 20200310, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 25, 10, 0, 0, 25, 10, 20200311, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 48, 23, 0, 0, 48, 23, 20200312, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 48, 0, 0, 0, 48, 0, 20200313, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 64, 16, 0, 0, 64, 16, 20200314, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 123, 59, 3, 3, 120, 56, 20200315, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 158, 35, 3, 0, 155, 35, 20200316, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 158, 0, 3, 0, 155, 0, 20200317, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 184, 26, 3, 0, 181, 26, 20200318, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 277, 93, 3, 0, 274, 93, 20200319, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 308, 31, 31, 28, 277, 3, 20200320, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 308, 0, 31, 0, 277, 0, 20200321, 0, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 367, 59, 31, 0, 335, 58, 20200322, 1, 1, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 576, 209, 31, 0, 538, 203, 20200323, 7, 6, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 576, 0, 31, 0, 538, 0, 20200324, 7, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 907, 331, 31, 0, 859, 321, 20200325, 17, 10, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 907, 0, 31, 0, 859, 0, 20200326, 17, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 1292, 385, 115, 84, 1153, 294, 20200327, 24, 7, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 1292, 0, 115, 0, 1153, 0, 20200328, 24, 0, 0)
world_history_data:('https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json', 1760, 468, 169, 54, 1549, 396, 20200329, 42, 18, 0)
